DUMMY,BORO,UNITS,SQFT,YEAR,IND_VAL,ASMNT,CLASS
1,2.354373309,27.48422002,22407.53111,1922.745717,1096871.347,402410.0334,-0.273219116
0,0.958908348,14.15376635,13671.27445,14.18912232,686250.7534,274628.1976,0.961951825
